ranking_date,player_name,country_code,points,season_summary
2020-09-28,Karolina Pliskova,CZE,5205,
2020-09-28,Elina Svitolina,UKR,4960,
2020-09-28,Sofia Kenin,USA,4700,
2020-09-28,Bianca Andreescu,CAN,4555,
2020-09-28,Kiki Bertens,NED,4335,
2020-09-28,Serena Williams,USA,4080,
2020-09-28,Belinda Bencic,SUI,4010,
2020-09-28,Petra Kvitova,CZE,3736,
2020-09-28,Aryna Sabalenka,BLR,3615,
2020-10-12,Ashleigh Barty,AUS,8717,
2020-10-12,Simona Halep,ROU,7255,
2020-10-12,Naomi Osaka,JPN,5780,
2020-10-12,Sofia Kenin,USA,5760,
2020-10-12,Elina Svitolina,UKR,5260,
2020-10-12,Karolina Pliskova,CZE,5205,
2020-10-12,Bianca Andreescu,CAN,4555,
2020-10-12,Petra Kvitova,CZE,4516,
2020-10-12,Kiki Bertens,NED,4505,
2020-10-12,Serena Williams,USA,4080,
2020-10-12,Belinda Bencic,SUI,4010,
2020-10-12,Aryna Sabalenka,BLR,3675,
2020-10-19,Ashleigh Barty,AUS,8717,
2020-10-19,Simona Halep,ROU,7255,
2020-10-19,Naomi Osaka,JPN,5780,
2020-10-19,Sofia Kenin,USA,5760,
2020-10-19,Elina Svitolina,UKR,5260,
2020-10-19,Karolina Pliskova,CZE,5205,
2020-10-19,Bianca Andreescu,CAN,4555,
2020-10-19,Petra Kvitova,CZE,4516,
2020-10-19,Kiki Bertens,NED,4505,
2020-10-19,Serena Williams,USA,4080,
2020-10-19,Belinda Bencic,SUI,4010,
2020-10-19,Aryna Sabalenka,BLR,3675,
2020-10-26,Ashleigh Barty,AUS,8717,
2020-10-26,Simona Halep,ROU,7255,
2020-10-26,Naomi Osaka,JPN,5780,
2020-10-26,Sofia Kenin,USA,5760,
2020-10-26,Elina Svitolina,UKR,5260,
2020-10-26,Karolina Pliskova,CZE,5205,
2020-10-26,Bianca Andreescu,CAN,4555,
2020-10-26,Petra Kvitova,CZE,4516,
2020-10-26,Kiki Bertens,NED,4505,
2020-10-26,Serena Williams,USA,4080,
2020-10-26,Aryna Sabalenka,BLR,4045,
2020-10-26,Belinda Bencic,SUI,4010,
2020-11-02,Ashleigh Barty,AUS,8717,
2020-11-02,Simona Halep,ROU,7255,
2020-11-02,Naomi Osaka,JPN,5780,
2020-11-02,Sofia Kenin,USA,5760,
2020-11-02,Elina Svitolina,UKR,5260,
2020-11-02,Karolina Pliskova,CZE,5205,
2020-11-02,Bianca Andreescu,CAN,4555,
2020-11-02,Petra Kvitova,CZE,4516,
2020-11-02,Kiki Bertens,NED,4505,
2020-11-02,Serena Williams,USA,4080,
2020-11-02,Aryna Sabalenka,BLR,4045,
2020-11-02,Belinda Bencic,SUI,4010,
2020-11-09,Ashleigh Barty,AUS,8717,
2020-11-09,Simona Halep,ROU,7255,
2020-11-09,Naomi Osaka,JPN,5780,
2020-11-09,Sofia Kenin,USA,5760,
2020-11-09,Elina Svitolina,UKR,5260,
2020-11-09,Karolina Pliskova,CZE,5205,
2020-11-09,Bianca Andreescu,CAN,4555,
2020-11-09,Petra Kvitova,CZE,4516,
2020-11-09,Kiki Bertens,NED,4505,
2020-11-09,Serena Williams,USA,4080,
2020-11-09,Aryna Sabalenka,BLR,4045,
2020-11-09,Belinda Bencic,SUI,4010,
2020-11-16,Ashleigh Barty,AUS,8717,
2020-11-16,Simona Halep,ROU,7255,
2020-11-16,Naomi Osaka,JPN,5780,
2020-11-16,Sofia Kenin,USA,5760,
2020-11-16,Elina Svitolina,UKR,5260,
2020-11-16,Karolina Pliskova,CZE,5205,
2020-11-16,Bianca Andreescu,CAN,4555,
2020-11-16,Petra Kvitova,CZE,4516,
2020-11-16,Kiki Bertens,NED,4505,
2020-11-16,Aryna Sabalenka,BLR,4220,
2020-11-16,Serena Williams,USA,4080,
2020-11-16,Belinda Bencic,SUI,4010,
2020-11-23,Ashleigh Barty,AUS,8717,
2020-11-23,Simona Halep,ROU,7255,
2020-11-23,Naomi Osaka,JPN,5780,
2020-11-23,Sofia Kenin,USA,5760,
2020-11-23,Elina Svitolina,UKR,5260,
2020-11-23,Karolina Pliskova,CZE,5205,
2020-11-23,Bianca Andreescu,CAN,4555,
2020-11-23,Petra Kvitova,CZE,4516,
2020-11-23,Kiki Bertens,NED,4505,
2020-11-23,Aryna Sabalenka,BLR,4220,
2020-11-23,Serena Williams,USA,4080,
2020-11-23,Belinda Bencic,SUI,4010,
2020-11-30,Ashleigh Barty,AUS,8717,
2020-11-30,Simona Halep,ROU,7255,
2020-11-30,Naomi Osaka,JPN,5780,
2020-11-30,Sofia Kenin,USA,5760,
2020-11-30,Elina Svitolina,UKR,5260,
2020-11-30,Karolina Pliskova,CZE,5205,
2020-11-30,Bianca Andreescu,CAN,4555,
2020-11-30,Petra Kvitova,CZE,4516,
2020-11-30,Kiki Bertens,NED,4505,
2020-11-30,Aryna Sabalenka,BLR,4220,
2020-11-30,Serena Williams,USA,4080,
2020-11-30,Belinda Bencic,SUI,4010,
2020-12-07,Ashleigh Barty,AUS,8717,
2020-12-07,Simona Halep,ROU,7255,
2020-12-07,Naomi Osaka,JPN,5780,
2020-12-07,Sofia Kenin,USA,5760,
2020-12-07,Elina Svitolina,UKR,5260,
2020-12-07,Karolina Pliskova,CZE,5205,
2020-12-07,Bianca Andreescu,CAN,4555,
2020-12-07,Petra Kvitova,CZE,4516,
2020-12-07,Kiki Bertens,NED,4505,
2020-12-07,Aryna Sabalenka,BLR,4220,
2020-12-07,Serena Williams,USA,4080,
2020-12-07,Belinda Bencic,SUI,4010,
2020-12-14,Ashleigh Barty,AUS,8717,
2020-12-14,Simona Halep,ROU,7255,
2020-12-14,Naomi Osaka,JPN,5780,
2020-12-14,Sofia Kenin,USA,5760,
2020-12-14,Elina Svitolina,UKR,5260,
2020-12-14,Karolina Pliskova,CZE,5205,
2020-12-14,Bianca Andreescu,CAN,4555,
2020-12-14,Petra Kvitova,CZE,4516,
2020-12-14,Kiki Bertens,NED,4505,
2020-12-14,Aryna Sabalenka,BLR,4220,
2020-12-14,Serena Williams,USA,4080,
2020-12-14,Belinda Bencic,SUI,4010,
2020-12-21,Ashleigh Barty,AUS,8717,
2020-12-21,Simona Halep,ROU,7255,
2020-12-21,Naomi Osaka,JPN,5780,
2020-12-21,Sofia Kenin,USA,5760,
2020-12-21,Elina Svitolina,UKR,5260,
2020-12-21,Karolina Pliskova,CZE,5205,
2020-12-21,Bianca Andreescu,CAN,4555,
2020-12-21,Petra Kvitova,CZE,4516,
2020-12-21,Kiki Bertens,NED,4505,
2020-12-21,Aryna Sabalenka,BLR,4220,
2020-12-21,Serena Williams,USA,4080,
2020-12-21,Belinda Bencic,SUI,4010,
2020-12-28,Ashleigh Barty,AUS,8717,
2020-12-28,Simona Halep,ROU,7255,
2020-12-28,Naomi Osaka,JPN,5780,
2020-12-28,Sofia Kenin,USA,5760,
2020-12-28,Elina Svitolina,UKR,5260,
2020-12-28,Karolina Pliskova,CZE,5205,
2020-12-28,Bianca Andreescu,CAN,4555,
2020-12-28,Petra Kvitova,CZE,4516,
2020-12-28,Kiki Bertens,NED,4505,
2020-12-28,Aryna Sabalenka,BLR,4220,
2020-12-28,Serena Williams,USA,4080,
2020-12-28,Belinda Bencic,SUI,4010,
2021-01-04,Ashleigh Barty,AUS,8717,
2021-01-04,Simona Halep,ROU,7255,
2021-01-04,Naomi Osaka,JPN,5780,
2021-01-04,Sofia Kenin,USA,5760,
2021-01-04,Elina Svitolina,UKR,5260,
2021-01-04,Karolina Pliskova,CZE,5205,
2021-01-04,Bianca Andreescu,CAN,4555,
2021-01-04,Petra Kvitova,CZE,4516,
2021-01-04,Kiki Bertens,NED,4505,
2021-01-04,Aryna Sabalenka,BLR,4220,
2021-01-04,Serena Williams,USA,4080,
2021-01-04,Belinda Bencic,SUI,4010,
2021-01-11,Ashleigh Barty,AUS,8717,
2021-01-11,Simona Halep,ROU,7255,
2021-01-11,Naomi Osaka,JPN,5780,
2021-01-11,Sofia Kenin,USA,5760,
2021-01-11,Elina Svitolina,UKR,5260,
2021-01-11,Karolina Pliskova,CZE,5205,
2021-01-11,Bianca Andreescu,CAN,4555,
2021-01-11,Petra Kvitova,CZE,4516,
2021-01-11,Kiki Bertens,NED,4505,
2021-01-11,Aryna Sabalenka,BLR,4220,
2021-01-11,Serena Williams,USA,4080,
2021-01-11,Belinda Bencic,SUI,4010,
2021-01-18,Ashleigh Barty,AUS,8717,
2021-01-18,Simona Halep,ROU,7255,
2021-01-18,Naomi Osaka,JPN,5780,
2021-01-18,Sofia Kenin,USA,5760,
2021-01-18,Elina Svitolina,UKR,5260,
2021-01-18,Karolina Pliskova,CZE,5205,
2021-01-18,Aryna Sabalenka,BLR,4580,
2021-01-18,Bianca Andreescu,CAN,4555,
2021-01-18,Petra Kvitova,CZE,4516,
2021-01-18,Kiki Bertens,NED,4505,
2021-01-18,Serena Williams,USA,4080,
2021-01-18,Belinda Bencic,SUI,4010,
2021-01-25,Ashleigh Barty,AUS,8717,
2021-01-25,Simona Halep,ROU,7255,
2021-01-25,Naomi Osaka,JPN,5780,
2021-01-25,Sofia Kenin,USA,5760,
2021-01-25,Elina Svitolina,UKR,5260,
2021-01-25,Karolina Pliskova,CZE,5205,
2021-01-25,Aryna Sabalenka,BLR,4580,
2021-01-25,Bianca Andreescu,CAN,4555,
2021-01-25,Petra Kvitova,CZE,4516,
2021-01-25,Kiki Bertens,NED,4505,
2021-01-25,Serena Williams,USA,4080,
2021-01-25,Belinda Bencic,SUI,4010,
2021-02-01,Ashleigh Barty,AUS,8717,
2021-02-01,Simona Halep,ROU,7255,
2021-02-01,Naomi Osaka,JPN,5780,
2021-02-01,Sofia Kenin,USA,5760,
2021-02-01,Elina Svitolina,UKR,5260,
2021-02-01,Karolina Pliskova,CZE,5205,
2021-02-01,Aryna Sabalenka,BLR,4580,
2021-02-01,Bianca Andreescu,CAN,4555,
2021-02-01,Petra Kvitova,CZE,4516,
2021-02-01,Kiki Bertens,NED,4505,
2021-02-01,Serena Williams,USA,4080,
2021-02-01,Belinda Bencic,SUI,4010,
2021-02-08,Ashleigh Barty,AUS,9186,
2021-02-08,Simona Halep,ROU,7255,
2021-02-08,Naomi Osaka,JPN,5965,
2021-02-08,Sofia Kenin,USA,5760,
2021-02-08,Elina Svitolina,UKR,5260,
2021-02-08,Karolina Pliskova,CZE,5205,
2021-02-08,Aryna Sabalenka,BLR,4580,
2021-02-08,Petra Kvitova,CZE,4571,
2021-02-08,Bianca Andreescu,CAN,4555,
2021-02-08,Kiki Bertens,NED,4505,
2021-02-08,Serena Williams,USA,4265,
2021-02-08,Belinda Bencic,SUI,4010,
2021-02-22,Ashleigh Barty,AUS,9186,
2021-02-22,Naomi Osaka,JPN,7835,
2021-02-22,Simona Halep,ROU,7255,
2021-02-22,Sofia Kenin,USA,5760,
2021-02-22,Elina Svitolina,UKR,5370,
2021-02-22,Karolina Pliskova,CZE,5205,
2021-02-22,Serena Williams,USA,4915,
2021-02-22,Aryna Sabalenka,BLR,4810,
2021-02-22,Bianca Andreescu,CAN,4735,
2021-02-22,Petra Kvitova,CZE,4571,
2021-02-22,Kiki Bertens,NED,4505,
2021-02-22,Belinda Bencic,SUI,4010,
2021-03-01,Ashleigh Barty,AUS,9186,
2021-03-01,Naomi Osaka,JPN,7835,
2021-03-01,Simona Halep,ROU,7255,
2021-03-01,Sofia Kenin,USA,5760,
2021-03-01,Elina Svitolina,UKR,5370,
2021-03-01,Karolina Pliskova,CZE,5205,
2021-03-01,Serena Williams,USA,4915,
2021-03-01,Aryna Sabalenka,BLR,4810,
2021-03-01,Bianca Andreescu,CAN,4735,
2021-03-01,Petra Kvitova,CZE,4571,
2021-03-01,Kiki Bertens,NED,4505,
2021-03-01,Belinda Bencic,SUI,4255,
2021-03-08,Ashleigh Barty,AUS,9186,
2021-03-08,Naomi Osaka,JPN,7835,
2021-03-08,Simona Halep,ROU,7255,
2021-03-08,Sofia Kenin,USA,5760,
2021-03-08,Elina Svitolina,UKR,5370,
2021-03-08,Karolina Pliskova,CZE,5205,
2021-03-08,Serena Williams,USA,4915,
2021-03-08,Aryna Sabalenka,BLR,4810,
2021-03-08,Bianca Andreescu,CAN,4735,
2021-03-08,Petra Kvitova,CZE,4571,
2021-03-08,Kiki Bertens,NED,4505,
2021-03-08,Belinda Bencic,SUI,4255,
2021-03-15,Ashleigh Barty,AUS,9186,
2021-03-15,Naomi Osaka,JPN,7835,
2021-03-15,Simona Halep,ROU,7255,
2021-03-15,Sofia Kenin,USA,5760,
2021-03-15,Elina Svitolina,UKR,5370,
2021-03-15,Karolina Pliskova,CZE,5205,
2021-03-15,Serena Williams,USA,4915,
2021-03-15,Aryna Sabalenka,BLR,4815,
2021-03-15,Bianca Andreescu,CAN,4735,
2021-03-15,Petra Kvitova,CZE,4571,
2021-03-15,Kiki Bertens,NED,4505,
2021-03-15,Belinda Bencic,SUI,4260,
2021-03-22,Ashleigh Barty,AUS,9186,
2021-03-22,Naomi Osaka,JPN,7835,
2021-03-22,Simona Halep,ROU,7255,
2021-03-22,Sofia Kenin,USA,5760,
2021-03-22,Elina Svitolina,UKR,5370,
2021-03-22,Karolina Pliskova,CZE,5205,
2021-03-22,Serena Williams,USA,4915,
2021-03-22,Aryna Sabalenka,BLR,4815,
2021-03-22,Bianca Andreescu,CAN,4735,
2021-03-22,Petra Kvitova,CZE,4571,
2021-03-22,Kiki Bertens,NED,4505,
2021-03-22,Belinda Bencic,SUI,4260,
2021-04-05,Ashleigh Barty,AUS,9186,
2021-04-05,Naomi Osaka,JPN,7985,
2021-04-05,Simona Halep,ROU,6965,
2021-04-05,Sofia Kenin,USA,5915,
2021-04-05,Elina Svitolina,UKR,5750,
2021-04-05,Bianca Andreescu,CAN,5265,
2021-04-05,Aryna Sabalenka,BLR,5085,
2021-04-05,Serena Williams,USA,4850,
2021-04-05,Karolina Pliskova,CZE,4660,
2021-04-05,Kiki Bertens,NED,4490,
2021-04-05,Petra Kvitova,CZE,4476,
2021-04-05,Belinda Bencic,SUI,4315,
2021-04-12,Ashleigh Barty,AUS,9285,
2021-04-12,Naomi Osaka,JPN,7985,
2021-04-12,Simona Halep,ROU,6965,
2021-04-12,Sofia Kenin,USA,5915,
2021-04-12,Elina Svitolina,UKR,5750,
2021-04-12,Bianca Andreescu,CAN,5265,
2021-04-12,Aryna Sabalenka,BLR,5085,
2021-04-12,Serena Williams,USA,4850,
2021-04-12,Karolina Pliskova,CZE,4660,
2021-04-12,Petra Kvitova,CZE,4530,
2021-04-12,Kiki Bertens,NED,4490,
2021-04-12,Belinda Bencic,SUI,4315,
2021-04-19,Ashleigh Barty,AUS,9285,
2021-04-19,Naomi Osaka,JPN,7985,
2021-04-19,Simona Halep,ROU,6965,
2021-04-19,Sofia Kenin,USA,5915,
2021-04-19,Elina Svitolina,UKR,5750,
2021-04-19,Bianca Andreescu,CAN,5265,
2021-04-19,Aryna Sabalenka,BLR,5085,
2021-04-19,Serena Williams,USA,4850,
2021-04-19,Karolina Pliskova,CZE,4660,
2021-04-19,Petra Kvitova,CZE,4530,
2021-04-19,Kiki Bertens,NED,4490,
2021-04-19,Belinda Bencic,SUI,4315,
2021-04-26,Ashleigh Barty,AUS,9655,
2021-04-26,Naomi Osaka,JPN,7800,
2021-04-26,Simona Halep,ROU,7050,
2021-04-26,Sofia Kenin,USA,5915,
2021-04-26,Elina Svitolina,UKR,5835,
2021-04-26,Bianca Andreescu,CAN,5265,
2021-04-26,Aryna Sabalenka,BLR,5205,
2021-04-26,Serena Williams,USA,4850,
2021-04-26,Karolina Pliskova,CZE,4660,
2021-04-26,Kiki Bertens,NED,4405,
2021-04-26,Belinda Bencic,SUI,4315,
2021-04-26,Petra Kvitova,CZE,4160,
2021-05-10,Ashleigh Barty,AUS,10090,
2021-05-10,Naomi Osaka,JPN,7650,
2021-05-10,Simona Halep,ROU,6520,
2021-05-10,Aryna Sabalenka,BLR,6195,
2021-05-10,Sofia Kenin,USA,5905,
2021-05-10,Elina Svitolina,UKR,5835,
2021-05-10,Bianca Andreescu,CAN,5265,
2021-05-10,Serena Williams,USA,4850,
2021-05-10,Karolina Pliskova,CZE,4660,
2021-05-10,Petra Kvitova,CZE,4160,
2021-05-10,Belinda Bencic,SUI,4140,
2021-05-10,Garbiñe Muguruza,ESP,4110,
2021-05-17,Ashleigh Barty,AUS,10175,
2021-05-17,Naomi Osaka,JPN,7461,
2021-05-17,Simona Halep,ROU,6520,
2021-05-17,Aryna Sabalenka,BLR,6195,
2021-05-17,Sofia Kenin,USA,5865,
2021-05-17,Elina Svitolina,UKR,5835,
2021-05-17,Bianca Andreescu,CAN,5265,
2021-05-17,Serena Williams,USA,4791,
2021-05-17,Iga Swiatek,POL,4435,
2021-05-17,Karolina Pliskova,CZE,4345,
2021-05-17,Belinda Bencic,SUI,4140,
2021-05-17,Petra Kvitova,CZE,4115,
2021-05-24,Ashleigh Barty,AUS,10175,
2021-05-24,Naomi Osaka,JPN,7461,
2021-05-24,Simona Halep,ROU,6520,
2021-05-24,Aryna Sabalenka,BLR,6195,
2021-05-24,Sofia Kenin,USA,5865,
2021-05-24,Elina Svitolina,UKR,5835,
2021-05-24,Bianca Andreescu,CAN,5265,
2021-05-24,Serena Williams,USA,4821,
2021-05-24,Iga Swiatek,POL,4435,
2021-05-24,Karolina Pliskova,CZE,4345,
2021-05-24,Belinda Bencic,SUI,4140,
2021-05-24,Petra Kvitova,CZE,4115,
2021-05-31,Ashleigh Barty,AUS,10175,
2021-05-31,Naomi Osaka,JPN,7461,
2021-05-31,Simona Halep,ROU,6520,
2021-05-31,Aryna Sabalenka,BLR,6195,
2021-05-31,Sofia Kenin,USA,5865,
2021-05-31,Elina Svitolina,UKR,5835,
2021-05-31,Bianca Andreescu,CAN,5325,
2021-05-31,Serena Williams,USA,4821,
2021-05-31,Iga Swiatek,POL,4435,
2021-05-31,Karolina Pliskova,CZE,4345,
2021-05-31,Belinda Bencic,SUI,4140,
2021-05-31,Petra Kvitova,CZE,4115,
2021-06-14,Ashleigh Barty,AUS,8245,
2021-06-14,Naomi Osaka,JPN,7401,
2021-06-14,Simona Halep,ROU,6330,
2021-06-14,Aryna Sabalenka,BLR,6195,
2021-06-14,Sofia Kenin,USA,5865,
2021-06-14,Elina Svitolina,UKR,5835,
2021-06-14,Bianca Andreescu,CAN,5265,
2021-06-14,Serena Williams,USA,4931,
2021-06-14,Iga Swiatek,POL,4435,
2021-06-14,Karolina Pliskova,CZE,4285,
2021-06-14,Petra Kvitova,CZE,4115,
2021-06-14,Belinda Bencic,SUI,4080,
2021-06-21,Ashleigh Barty,AUS,7875,
2021-06-21,Naomi Osaka,JPN,7346,
2021-06-21,Simona Halep,ROU,6330,
2021-06-21,Aryna Sabalenka,BLR,6195,
2021-06-21,Elina Svitolina,UKR,5835,
2021-06-21,Sofia Kenin,USA,5640,
2021-06-21,Bianca Andreescu,CAN,5266,
2021-06-21,Serena Williams,USA,4931,
2021-06-21,Iga Swiatek,POL,4430,
2021-06-21,Karolina Pliskova,CZE,4285,
2021-06-21,Belinda Bencic,SUI,4205,
2021-06-21,Petra Kvitova,CZE,4115,
2021-06-28,Ashleigh Barty,AUS,7875,
2021-06-28,Naomi Osaka,JPN,7346,
2021-06-28,Simona Halep,ROU,6330,
2021-06-28,Aryna Sabalenka,BLR,6195,
2021-06-28,Elina Svitolina,UKR,5835,
2021-06-28,Sofia Kenin,USA,5640,
2021-06-28,Bianca Andreescu,CAN,5321,
2021-06-28,Serena Williams,USA,4931,
2021-06-28,Iga Swiatek,POL,4465,
2021-06-28,Petra Kvitova,CZE,4215,
2021-06-28,Belinda Bencic,SUI,4205,
2021-06-28,Garbiñe Muguruza,ESP,4045,
2021-07-12,Ashleigh Barty,AUS,9635,
2021-07-12,Naomi Osaka,JPN,7336,
2021-07-12,Aryna Sabalenka,BLR,6965,
2021-07-12,Sofia Kenin,USA,5640,
2021-07-12,Bianca Andreescu,CAN,5331,
2021-07-12,Elina Svitolina,UKR,5125,
2021-07-12,Karolina Pliskova,CZE,4975,
2021-07-12,Iga Swiatek,POL,4695,
2021-07-12,Simona Halep,ROU,4330,
2021-07-12,Garbiñe Muguruza,ESP,4165,
2021-07-12,Belinda Bencic,SUI,4085,
2021-07-12,Petra Kvitova,CZE,3985,
2021-07-19,Ashleigh Barty,AUS,9635,
2021-07-19,Naomi Osaka,JPN,7336,
2021-07-19,Aryna Sabalenka,BLR,6965,
2021-07-19,Sofia Kenin,USA,5640,
2021-07-19,Bianca Andreescu,CAN,5331,
2021-07-19,Elina Svitolina,UKR,5125,
2021-07-19,Karolina Pliskova,CZE,4975,
2021-07-19,Iga Swiatek,POL,4695,
2021-07-19,Garbiñe Muguruza,ESP,4165,
2021-07-19,Simona Halep,ROU,4115,
2021-07-19,Barbora Krejcikova,CZE,4113,
2021-07-19,Belinda Bencic,SUI,4085,
2021-07-26,Ashleigh Barty,AUS,9635,
2021-07-26,Naomi Osaka,JPN,7336,
2021-07-26,Aryna Sabalenka,BLR,6965,
2021-07-26,Sofia Kenin,USA,5640,
2021-07-26,Bianca Andreescu,CAN,5331,
2021-07-26,Elina Svitolina,UKR,5125,
2021-07-26,Karolina Pliskova,CZE,4975,
2021-07-26,Iga Swiatek,POL,4695,
2021-07-26,Garbiñe Muguruza,ESP,4165,
2021-07-26,Simona Halep,ROU,4115,
2021-07-26,Barbora Krejcikova,CZE,4113,
2021-07-26,Belinda Bencic,SUI,4085,
2021-08-02,Ashleigh Barty,AUS,9635,
2021-08-02,Naomi Osaka,JPN,7336,
2021-08-02,Aryna Sabalenka,BLR,6845,
2021-08-02,Sofia Kenin,USA,5640,
2021-08-02,Bianca Andreescu,CAN,5331,
2021-08-02,Elina Svitolina,UKR,5125,
2021-08-02,Karolina Pliskova,CZE,4975,
2021-08-02,Iga Swiatek,POL,4685,
2021-08-02,Garbiñe Muguruza,ESP,4165,
2021-08-02,Simona Halep,ROU,4115,
2021-08-02,Barbora Krejcikova,CZE,4113,
2021-08-02,Belinda Bencic,SUI,4085,
2021-08-09,Ashleigh Barty,AUS,9635,
2021-08-09,Naomi Osaka,JPN,7146,
2021-08-09,Aryna Sabalenka,BLR,6845,
2021-08-09,Sofia Kenin,USA,5345,
2021-08-09,Elina Svitolina,UKR,5035,
2021-08-09,Karolina Pliskova,CZE,4850,
2021-08-09,Iga Swiatek,POL,4550,
2021-08-09,Bianca Andreescu,CAN,4431,
2021-08-09,Garbiñe Muguruza,ESP,4165,
2021-08-09,Barbora Krejcikova,CZE,4113,
2021-08-09,Belinda Bencic,SUI,4035,
2021-08-09,Petra Kvitova,CZE,3985,
2021-08-16,Ashleigh Barty,AUS,9286,
2021-08-16,Naomi Osaka,JPN,7146,
2021-08-16,Aryna Sabalenka,BLR,7010,
2021-08-16,Karolina Pliskova,CZE,5245,
2021-08-16,Sofia Kenin,USA,5030,
2021-08-16,Elina Svitolina,UKR,5030,
2021-08-16,Bianca Andreescu,CAN,4536,
2021-08-16,Iga Swiatek,POL,4461,
2021-08-16,Garbiñe Muguruza,ESP,4165,
2021-08-16,Barbora Krejcikova,CZE,4113,
2021-08-16,Petra Kvitova,CZE,4035,
2021-08-16,Belinda Bencic,SUI,4035,
2021-08-23,Ashleigh Barty,AUS,10185,
2021-08-23,Aryna Sabalenka,BLR,7010,
2021-08-23,Naomi Osaka,JPN,6666,
2021-08-23,Karolina Pliskova,CZE,5530,
2021-08-23,Sofia Kenin,USA,5030,
2021-08-23,Elina Svitolina,UKR,5030,
2021-08-23,Bianca Andreescu,CAN,4537,
2021-08-23,Iga Swiatek,POL,4461,
2021-08-23,Barbora Krejcikova,CZE,4273,
2021-08-23,Garbiñe Muguruza,ESP,4210,
2021-08-23,Petra Kvitova,CZE,4170,
2021-08-23,Belinda Bencic,SUI,4170,
2021-08-30,Ashleigh Barty,AUS,10185,
2021-08-30,Aryna Sabalenka,BLR,7010,
2021-08-30,Naomi Osaka,JPN,6666,
2021-08-30,Karolina Pliskova,CZE,5530,
2021-08-30,Elina Svitolina,UKR,5210,
2021-08-30,Sofia Kenin,USA,5030,
2021-08-30,Bianca Andreescu,CAN,4537,
2021-08-30,Iga Swiatek,POL,4461,
2021-08-30,Barbora Krejcikova,CZE,4273,
2021-08-30,Garbiñe Muguruza,ESP,4210,
2021-08-30,Petra Kvitova,CZE,4170,
2021-08-30,Belinda Bencic,SUI,4170,
2021-09-13,Ashleigh Barty,AUS,10075,
2021-09-13,Aryna Sabalenka,BLR,7720,
2021-09-13,Karolina Pliskova,CZE,5315,
2021-09-13,Elina Svitolina,UKR,4860,
2021-09-13,Naomi Osaka,JPN,4796,
2021-09-13,Sofia Kenin,USA,4692,
2021-09-13,Barbora Krejcikova,CZE,4668,
2021-09-13,Iga Swiatek,POL,4571,
2021-09-13,Garbiñe Muguruza,ESP,4380,
2021-09-13,Petra Kvitova,CZE,4060,
2021-09-13,Simona Halep,ROU,4051,
2021-09-13,Belinda Bencic,SUI,3820,
2021-09-20,Ashleigh Barty,AUS,10075,
2021-09-20,Aryna Sabalenka,BLR,7720,
2021-09-20,Karolina Pliskova,CZE,5315,
2021-09-20,Elina Svitolina,UKR,4860,
2021-09-20,Barbora Krejcikova,CZE,4668,
2021-09-20,Iga Swiatek,POL,4571,
2021-09-20,Sofia Kenin,USA,4413,
2021-09-20,Naomi Osaka,JPN,4326,
2021-09-20,Garbiñe Muguruza,ESP,4135,
2021-09-20,Petra Kvitova,CZE,4060,
2021-09-20,Belinda Bencic,SUI,3820,
2021-09-20,Maria Sakkari,GRE,3750,
2021-09-27,Ashleigh Barty,AUS,9726,
2021-09-27,Aryna Sabalenka,BLR,7005,
2021-09-27,Karolina Pliskova,CZE,5265,
2021-09-27,Iga Swiatek,POL,4756,
2021-09-27,Barbora Krejcikova,CZE,4668,
2021-09-27,Elina Svitolina,UKR,4491,
2021-09-27,Naomi Osaka,JPN,4326,
2021-09-27,Sofia Kenin,USA,4309,
2021-09-27,Garbiñe Muguruza,ESP,4135,
2021-09-27,Maria Sakkari,GRE,3995,
2021-09-27,Petra Kvitova,CZE,3895,
2021-09-27,Belinda Bencic,SUI,3855,
2021-10-04,Ashleigh Barty,AUS,9077,
2021-10-04,Aryna Sabalenka,BLR,7115,
2021-10-04,Karolina Pliskova,CZE,5285,
2021-10-04,Iga Swiatek,POL,4756,
2021-10-04,Barbora Krejcikova,CZE,4668,
2021-10-04,Garbiñe Muguruza,ESP,4595,
2021-10-04,Elina Svitolina,UKR,4376,
2021-10-04,Sofia Kenin,USA,4190,
2021-10-04,Maria Sakkari,GRE,4055,
2021-10-04,Belinda Bencic,SUI,3835,
2021-10-04,Petra Kvitova,CZE,3735,
2021-10-04,Naomi Osaka,JPN,3326,
2021-10-18,Ashleigh Barty,AUS,9077,
2021-10-18,Aryna Sabalenka,BLR,7115,
2021-10-18,Karolina Pliskova,CZE,5320,
2021-10-18,Barbora Krejcikova,CZE,4748,
2021-10-18,Garbiñe Muguruza,ESP,4425,
2021-10-18,Elina Svitolina,UKR,4096,
2021-10-18,Maria Sakkari,GRE,4005,
2021-10-18,Ons Jabeur,TUN,3500,
2021-10-18,Belinda Bencic,SUI,3365,
2021-10-18,Naomi Osaka,JPN,3326,
2021-10-18,Iga Swiatek,POL,3306,
2021-10-18,Angelique Kerber,GER,3265,
2021-10-25,Ashleigh Barty,AUS,9076,
2021-10-25,Aryna Sabalenka,BLR,6750,
2021-10-25,Karolina Pliskova,CZE,5320,
2021-10-25,Barbora Krejcikova,CZE,4708,
2021-10-25,Garbiñe Muguruza,ESP,4425,
2021-10-25,Elina Svitolina,UKR,4096,
2021-10-25,Maria Sakkari,GRE,4005,
2021-10-25,Ons Jabeur,TUN,3455,
